Sl_no,Label_ROI,A_ID,parent_folder,Location_Num,latitude,longitude,Samplng_location,Date,year,Sex,Dorsal_pat,SVL_mm,Mass_g,lumMean,lumSD,area,maxPower,maxFreq,propPower,sumPower,meanPower,powerSD,VR,VG,VB,UVB,UVR
142,DB50134_d1,DB50134,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,F,c,39,0.89,10.78846177,3.672437226,6073,0.499144812,2.82842712,0.169843338,2.938854226,0.209918159,0.17812442,10.78846177,9.813353211,9.084518434,7.095272149,6.555515795
143,DB50135_d1,DB50135,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,M,d,58.84,3.05,10.93296382,4.848280207,12728,0.856888043,3.999999987,0.140481354,6.09965676,0.435689769,0.304909761,10.93296382,10.8169319,9.625625557,7.207391145,6.545484376
144,DB50136_d1,DB50136,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,M,a,59.68,3.57,11.73613566,5.076075973,13771,0.776068552,2.82842712,0.140819731,5.511078227,0.393648445,0.240798168,11.73613566,10.903906,9.525137567,6.397591559,5.774108257
145,DB50137_d1,DB50137,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,M,c,57.38,3.82,10.35475137,4.087359972,13884,0.653079924,2.82842712,0.128327947,5.089148055,0.363510575,0.196339985,10.35475137,9.541887395,8.538682697,6.618652061,5.973314967
146,DB50138_d1,DB50138,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,F,c,54.36,2.3,10.38457559,4.443496336,11847,0.746041791,2.82842712,0.13247873,5.63140809,0.402243435,0.236932008,10.38457559,9.753693148,8.778397666,24.71380484,22.73305917
147,DB50139_d1,DB50139,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,M,a,58,4.04,10.58756624,4.276378579,14668,0.806621262,2.82842712,0.155993753,5.170856173,0.36934687,0.253904037,10.58756624,10.73361617,9.255272615,7.184809601,6.582630156
148,DB50140_d1,DB50140,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,M,a,58.73,3.72,10.63341506,5.792028822,14304,0.88436516,2.82842712,0.141028147,6.270841503,0.44791725,0.269631124,10.63341506,9.882495578,8.678398331,6.197683787,5.674062512
149,DB50141_d1,DB50141,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,F,c,51.85,2.35,12.33990286,4.317015362,12113,0.704507993,2.82842712,0.137014887,5.141835369,0.367273955,0.222743878,12.33990286,11.64801651,10.1992213,7.638821683,7.105708055
150,DB50142_d1,DB50142,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,F,c,57.22,2.49,12.41635866,4.624956629,11947,0.902968659,2.82842712,0.156752681,5.760467093,0.411461935,0.338725351,12.41635866,10.9403096,9.934827678,6.94533791,6.494590586
151,DB50143_d1,DB50143,sec_1,6,41.85779192,-8.222811081,Lindoso/Poco da Gola,20052022,2022,F,a,50.49,2.28,10.74759662,4.134076307,10237,0.758772616,2.82842712,0.162752106,4.662136995,0.333009785,0.254738903,10.74759662,10.25576845,9.479212295,7.247865644,6.839056646
152,DB50144_d1,DB50144,sec_1,7,40.93165819,-8.058786012,Parada de Ester,26052022,2022,M,c,55.85,3.13,12.29156851,5.910735719,13026,0.729113428,2.82842712,0.115034867,6.338195086,0.45272822,0.186142808,12.29156851,11.61664843,10.03705912,6.901796179,6.343023422
153,DB50145_d1,DB50145,sec_1,7,40.93165819,-8.058786012,Parada de Ester,26052022,2022,M,d,56.2,3.12,14.29683791,5.804082919,12358,0.843060214,2.82842712,0.126239651,6.678252084,0.477018006,0.256540682,14.29683791,12.69082777,10.33601375,7.327314787,6.664687476
154,DB50146_d1,DB50146,sec_1,7,40.93165819,-8.058786012,Parada de Ester,26052022,2022,M,c,54.32,3.03,15.65696858,7.124610514,12982,0.786229286,2.82842712,0.103483097,7.59765899,0.542689928,0.194737386,15.65696858,13.35272987,11.28840393,6.8775172,6.302360808
155,DB50147_d1,DB50147,sec_1,7,40.93165819,-8.058786012,Parada de Ester,26052022,2022,M,c,51.92,2.05,13.87949949,4.159300544,10779,0.563953745,2.82842712,0.123656287,4.560655643,0.325761117,0.155421458,13.87949949,12.50873639,10.77101171,7.389329081,6.820341769
163,DB50148_d1,DB50148,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,F,b,54.82,2.51,12.78245402,5.5941324,12436,1.062959553,5.656854221,0.183686838,5.786803036,0.413343074,0.388524163,12.78245402,11.29742664,10.21840241,7.166584888,6.578755244
164,DB50149_d1,DB50149,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,d,39.37,1.22,11.5416011,3.431974777,6116,0.699096306,3.999999987,0.14774704,4.731711074,0.337979362,0.25310626,11.5416011,9.805461084,9.00853664,6.954639871,6.514202957
165,DB50150_d1,DB50150,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,F,d,46.92,2.07,13.14245419,4.497238521,9425,0.880399889,3.999999987,0.167933239,5.242558854,0.37446849,0.307796802,13.14245419,11.41710381,10.28303623,8.281608136,7.620995002
166,DB50151_d1,DB50151,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,a,56.72,3.89,11.9473124,3.974519411,14356,0.742367743,3.999999987,0.172581596,4.301546388,0.307253313,0.262153006,11.9473124,11.9349598,10.50690818,7.504395769,6.754391942
167,DB50152_d1,DB50152,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,F,c,55.11,2,12.88608586,4.860849521,10877,0.892400562,3.999999987,0.140220741,6.364255056,0.454589647,0.305025113,12.88608586,11.17427238,9.997240804,7.0979189,6.594159146
168,DB50153_d1,DB50153,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,F,d,44.92,1.5,11.51852713,3.491705007,7594,0.72583096,3.999999987,0.155551813,4.666168448,0.333297746,0.250330736,11.51852713,10.05528556,9.351230782,7.212205716,6.682277206
169,DB50154_d1,DB50154,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,c,55.46,3.81,11.79425469,3.892177717,14882,0.692978011,2.82842712,0.152436778,4.546002739,0.324714481,0.241210395,11.79425469,10.51323168,9.653508749,7.029184878,6.474601498
170,DB50155_d1,DB50155,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,F,c,56.28,2.62,10.73434653,4.021251786,13468,0.704209871,2.82842712,0.140606846,5.008361205,0.357740086,0.238842548,10.73434653,9.671884218,9.06759775,7.55748717,6.958700346
171,DB50156_d1,DB50156,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,a,55.66,3.75,12.01689529,4.885908798,14757,0.896329302,2.82842712,0.164542315,5.447409072,0.389100648,0.311345313,12.01689529,11.74410403,10.42932375,7.110401138,6.415868855
172,DB50157_d1,DB50157,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,c,37.56,1.06,11.22890061,3.203498804,6549,0.610305182,2.82842712,0.152697987,3.99681224,0.285486589,0.203970898,11.22890061,10.50939968,9.612554045,7.22068417,6.703455617
173,DB50158_d1,DB50158,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,d,41.89,1.36,12.73678403,3.529181484,6628,0.661897545,2.82842712,0.156384233,4.232508172,0.302322012,0.217420839,12.73678403,11.70186676,10.48887104,7.781455651,7.107756034
174,DB50159_d1,DB50159,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,d,64.63,5.39,11.41698664,4.591203596,18631,0.80499422,3.999999987,0.155065358,5.191322102,0.370808722,0.300473217,11.41698664,12.91229371,11.060961,6.73916462,6.117950252
175,DB50160_d1,DB50160,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,a,43.81,1.79,12.93752227,3.802746999,8906,0.681262651,2.82842712,0.165172189,4.124560284,0.294611449,0.210974619,12.93752227,11.58687521,10.14721479,7.029257753,6.491736234
176,DB50162_d1,DB50162,sec_2,8,41.77131789,-8.149974139,Leonte,28052022,2022,M,a,55.47,3.54,14.05489422,5.928517453,13454,1.141616023,2.82842712,0.186342471,6.126440289,0.437602878,0.390142195,14.05489422,13.06459328,11.36121719,8.67439102,7.747895479
177,DB50167_d1,DB50167,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,54.02,3.19,17.63314636,6.113713538,13361,1.145396025,2.82842712,0.18414426,6.220101699,0.444292979,0.40710483,17.63314636,16.8113928,13.76520796,9.242514308,8.316791881
178,DB50168_d1,DB50168,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,c,52.7,NA,14.14979543,4.850328206,11148,0.822786879,2.82842712,0.17480701,4.706829997,0.336202143,0.288146956,14.14979543,13.55379048,11.81052713,9.646069175,8.729150222
179,DB50169_d1,DB50169,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,52.5,2.88,13.97894781,4.818911985,12923,0.794273986,2.82842712,0.169748966,4.679109431,0.334222102,0.290317693,13.97894781,12.81188913,11.6613889,8.987382202,8.011727499
180,DB50170_d1,DB50170,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,c,46.9,NA,15.64699696,3.456673105,9988,0.56782367,3.999999987,0.114724892,4.949437374,0.353531241,0.182658152,15.64699696,14.32358164,12.93783882,11.4416326,10.43385268
181,DB50171_d1,DB50171,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,c,53.74,3.43,15.5205629,4.499240198,12921,0.804715035,2.82842712,0.131193075,6.133822503,0.438130179,0.239620291,15.5205629,14.91901739,13.28187152,9.817317399,8.698698416
182,DB50172_d1,DB50172,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,b,43.14,1.33,15.35952999,4.228979583,7470,0.807627539,2.82842712,0.136402791,5.920901857,0.422921561,0.296370252,15.35952999,14.19950856,13.2622284,11.61360448,10.3451209
183,DB50173_d1,DB50173,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,40.83,1.41,17.41572196,6.261325236,7465,1.109186485,2.82842712,0.128799795,8.611710016,0.615122144,0.379042829,17.41572196,15.18036038,14.33569632,10.44221173,9.39854274
184,DB50174_d1,DB50174,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,54.05,3.3,17.77315155,6.151819504,13248,1.083401901,2.82842712,0.156890655,6.905458477,0.493247034,0.374560402,17.77315155,16.14866054,14.18037816,11.11942857,9.837049714
185,DB50175_d1,DB50175,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,c,55.44,3.59,18.52661672,5.71642994,13705,0.888166877,2.82842712,0.143326491,6.196808895,0.442629207,0.300167602,18.52661672,16.48779114,13.68980382,9.732992091,8.660750189
186,DB50176_d1,DB50176,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,c,60.01,4.38,15.15717299,4.779901735,16569,0.799014988,2.82842712,0.151170254,5.285530512,0.377537894,0.275466225,15.15717299,13.09620125,11.64953997,9.590546766,8.404228838
187,DB50177_d1,DB50177,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,54.52,2.98,14.319448,4.636850304,12306,0.769684136,3.999999987,0.151950472,5.06536192,0.361811566,0.27448133,14.319448,12.60490167,11.48863853,9.736010766,8.719639882
188,DB50178_d1,DB50178,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,55.84,3.46,15.80810719,5.102352375,13630,0.906341209,2.82842712,0.166677243,5.437702202,0.3884073,0.32275105,15.80810719,13.93888684,12.04592852,9.145364871,8.119958947
189,DB50179_d1,DB50179,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,c,42.01,1.46,14.07294456,5.236234203,7392,0.879112274,2.82842712,0.159893122,5.498124401,0.392723171,0.291827903,14.07294456,12.9065611,11.74682771,10.33783841,9.202586782
190,DB50180_d1,DB50180,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,b,43.92,1.52,18.18740537,5.428948508,7501,0.995368621,2.82842712,0.155834968,6.3873252,0.456237514,0.350396204,18.18740537,16.61258052,14.36615751,10.81832183,9.772392221
191,DB50181_d1,DB50181,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,d,50.24,2.23,16.8691126,5.752435318,10598,0.956775209,2.82842712,0.144963448,6.600113515,0.47143668,0.336403865,16.8691126,15.32528769,13.60861498,10.23236809,9.218300874
192,DB50182_d1,DB50182,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,b,48.24,1.63,17.92605034,6.193890818,8761,1.089905671,2.82842712,0.176347286,6.180450508,0.441460751,0.410705991,17.92605034,16.0351138,14.77009894,10.49140112,9.56237849
193,DB50183_d1,DB50183,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,b,51.79,2.05,18.86996053,6.608069744,11040,1.108686869,3.999999987,0.143466084,7.727867341,0.551990524,0.398765113,18.86996053,15.99663066,14.46871579,11.19740413,10.25172014
194,DB50184_d1,DB50184,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,b,55.4,2.48,18.56665401,9.028240995,11322,1.664372341,3.999999987,0.134967809,12.33162452,0.880830323,0.577832943,18.56665401,16.03942718,14.60069294,11.15179262,10.23886035
195,DB50185_d1,DB50185,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,d,45.34,1.36,20.62520619,7.088128879,8286,1.107422921,2.82842712,0.152860586,7.244659655,0.51747569,0.375847017,20.62520619,17.63578633,15.52995367,12.41818891,11.45811364
196,DB50186_d1,DB50186,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,d,43.94,1.55,15.5210593,6.37045794,8118,1.087917852,2.82842712,0.143982142,7.555922135,0.539708724,0.375809325,15.5210593,14.24492422,13.5239508,10.71212416,9.785201691
197,DB50187_d1,DB50187,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,c,47.65,2.1,17.66926673,5.33184258,9985,0.828319911,2.82842712,0.154022779,5.377905235,0.384136088,0.29099093,17.66926673,14.92012802,13.30006318,9.153049669,8.594179984
198,DB50188_d1,DB50188,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,M,d,56.03,3.03,14.9238062,5.337370771,12786,0.892717756,2.82842712,0.166101387,5.374535218,0.383895373,0.30961599,14.9238062,13.39672559,12.20408291,10.29781331,9.498038879
199,DB50189_d1,DB50189,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,d,51.63,2.11,16.45089238,5.652792729,11651,1.126853139,2.82842712,0.145516184,7.743833781,0.553130984,0.369013066,16.45089238,14.81845644,13.72584007,10.58423843,9.742826454
200,DB50190_d1,DB50190,sec_2,9,41.30110374,-7.736560786,Vila Real,7062022,2022,F,d,50.91,2.44,14.63178343,5.263771431,11542,0.861438436,3.999999987,0.152537882,5.647373774,0.403383841,0.317080484,14.63178343,13.22789578,12.03806018,9.110353485,8.55833077
201,DB50191_d1,DB50191,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,a,61.84,3.76,13.99010908,6.108275285,13383,1.112420475,3.999999987,0.157618313,7.057685449,0.504120389,0.355964646,13.99010908,13.96088991,11.65438067,8.085925264,7.328983365
202,DB50192_d1,DB50192,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,d,55.62,2.55,11.82725077,4.989213773,11689,0.88164788,2.82842712,0.169025995,5.216049033,0.372574931,0.309826037,11.82725077,10.44617975,9.528942241,7.550037399,6.927665471
203,DB50193_d1,DB50193,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,57.01,2.97,13.61942046,6.041233054,11435,1.126921357,2.82842712,0.183334539,6.146803355,0.439057383,0.40517188,13.61942046,12.96638618,11.303602,8.052647142,7.337254241
204,DB50194_d1,DB50194,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,c,47.99,1.55,14.00036669,5.239843717,7918,0.860830676,2.82842712,0.156358709,5.505485965,0.393248997,0.289287999,14.00036669,12.64506706,11.23448158,8.351760373,7.710754254
205,DB50195_d1,DB50195,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,60.22,3.78,11.97447425,5.200371731,12786,0.883128979,3.999999987,0.153354837,5.758729203,0.4113378,0.295897182,11.97447425,11.09950825,9.782064988,7.066480797,6.440029465
206,DB50196_d1,DB50196,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,53.4,2.32,13.06221148,6.106855418,10223,1.107053592,2.82842712,0.166085909,6.665547963,0.476110569,0.38144193,13.06221148,11.16462505,9.296990061,7.02869022,6.407024198
207,DB50197_d1,DB50197,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,50.13,2.19,10.69681275,4.039307053,9684,0.678048605,2.82842712,0.158971415,4.265223451,0.304658818,0.227607513,10.69681275,9.535818746,8.492345048,7.176874614,6.494593785
208,DB50198_d1,DB50198,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,c,43.51,1.66,12.56290473,4.959092539,8029,0.828561408,2.82842712,0.176018471,4.707241253,0.336231518,0.277967677,12.56290473,11.44538308,10.07317463,8.097678409,7.312821691
209,DB50199_d1,DB50199,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,a,56.32,3.66,10.35569497,4.592892523,12752,0.84197332,3.999999987,0.139299819,6.04432459,0.431737471,0.282606851,10.35569497,9.360454973,8.25129961,6.019327546,5.527998297
210,DB50200_d1,DB50200,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,d,48.03,1.58,12.1054649,4.415635871,8032,0.780118483,2.82842712,0.169655905,4.598239493,0.328445678,0.264948142,12.1054649,10.91400598,9.425960136,7.038017649,6.466315742
211,DB50201_d1,DB50201,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,47.48,1.51,14.63286153,4.543344492,7604,0.812672056,2.82842712,0.173961963,4.671550283,0.333682163,0.286996035,14.63286153,12.69787257,11.25941161,8.480475262,7.765821316
212,DB50202_d1,DB50202,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,a,53.92,2.79,11.45795911,4.856632283,11913,0.821587397,2.82842712,0.150464143,5.46035342,0.390025244,0.252449625,11.45795911,11.41209444,9.909202313,7.169225153,6.437255109
213,DB50203_d1,DB50203,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,a,43.07,1.7,12.12009581,4.459930365,7435,0.86572218,2.82842712,0.191360296,4.524042851,0.323145918,0.303492972,12.12009581,12.22497905,10.72862853,7.608257342,6.990773962
214,DB50204_d1,DB50204,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,45.58,1.68,13.95084898,6.314278287,7221,1.17880544,2.82842712,0.163151285,7.225229267,0.516087805,0.402906558,13.95084898,12.11474938,10.34605923,7.824627226,7.05651311
215,DB50205_d1,DB50205,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,d,55.33,2.6,12.84938939,4.624929464,11478,0.703957846,2.82842712,0.14290088,4.926196727,0.351871195,0.21698486,12.84938939,11.42925739,10.16571086,8.130716796,7.564620762
216,DB50206_d1,DB50206,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,c,61.03,3.91,12.06240328,5.675265265,12899,1.037811824,2.82842712,0.147682939,7.027296667,0.501949762,0.336053032,12.06240328,11.44243384,9.703892447,7.330003708,6.65681765
217,DB50207_d1,DB50207,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,53.66,2.58,13.20657748,5.360427068,10640,0.975235423,2.82842712,0.153800761,6.340901166,0.452921512,0.317236967,13.20657748,12.45914047,10.76966059,8.211096717,7.461863182
218,DB50208_d1,DB50208,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,c,44.8,1.24,13.61633823,4.489122685,7442,0.80693102,2.82842712,0.193725647,4.165328823,0.297523487,0.28377319,13.61633823,11.87799465,10.63057385,8.051880061,7.467501535
219,DB50209_d1,DB50209,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,d,47.57,1.74,11.99480583,5.116517342,8630,0.878134311,3.999999987,0.152707782,5.750422806,0.410744486,0.300237177,11.99480583,10.79673895,10.08403278,8.181071798,7.569612941
220,DB50210_d1,DB50210,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,d,51.78,2.48,12.79331481,5.125353557,10943,0.948241668,2.82842712,0.145815658,6.503016749,0.464501196,0.321014398,12.79331481,11.83662281,10.48089035,7.819260993,7.154802564
221,DB50211_d1,DB50211,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,a,57.87,3.66,11.81354277,4.112387311,14621,0.594275018,2.82842712,0.137304684,4.328148169,0.309153441,0.211030366,11.81354277,10.99490929,9.843989751,7.938198327,7.295608434
222,DB50212_d1,DB50212,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,F,c,53.12,2.84,12.36831526,5.306495996,10949,0.912940326,2.82842712,0.159735362,5.715330137,0.408237867,0.297753492,12.36831526,11.37829749,10.52944113,8.497872642,7.797325158
223,DB50213_d1,DB50213,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,a,44.31,1.46,12.95968233,4.264047046,7375,0.801248152,2.82842712,0.181772859,4.407963626,0.314854545,0.269207006,12.95968233,11.1810886,9.750186316,7.276734667,6.712715433
224,DB50214_d1,DB50214,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,c,52.75,2.57,12.73485783,4.394538534,9897,0.779100736,2.82842712,0.178342717,4.368559295,0.31203995,0.259335622,12.73485783,11.95805837,10.31412623,7.427824013,6.864335678
225,DB50215_d1,DB50215,sec_2,10,40.90804412,-7.837044643,Pendilhe,9062022,2022,M,c,47.68,2.07,11.51315782,3.59910632,8316,0.549678402,2,0.164300963,3.345558001,0.238968429,0.186498235,11.51315782,10.52132448,9.499669232,7.605434373,6.996475548
226,DB50216_d1,DB50216,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,c,50.73,1.85,17.08827705,7.325398478,8944,1.239663461,2.82842712,0.137826036,8.99440698,0.642457641,0.415200964,17.08827705,14.20698404,12.02231559,9.811602806,9.361285922
227,DB50217_d1,DB50217,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,a,61.12,4.54,13.4520073,4.94758085,14755,0.856129649,3.999999987,0.144792508,5.912803521,0.422343109,0.257943685,13.4520073,12.19177694,10.62058695,7.991027169,7.386173303
228,DB50218_d1,DB50218,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,45.76,1.24,15.67529282,5.882064934,7043,0.739551452,2.82842712,0.108408383,6.821902816,0.487278773,0.244765154,15.67529282,13.19882724,11.36354044,8.3857593,7.841684031
229,DB50219_d1,DB50219,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,a,57.65,3.15,12.96177101,4.344471774,13047,0.805361187,3.999999987,0.158455609,5.082566597,0.363040471,0.256312374,12.96177101,11.62218531,10.40298274,7.662950629,7.108143706
230,DB50220_d1,DB50220,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,b,52.2,,15.33393571,6.009925969,9984,0.989355773,3.999999987,0.137390719,7.201037888,0.514359849,0.316931973,15.33393571,13.44540813,12.07172318,8.444385858,8.074205676
231,DB50221_d1,DB50221,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,c,58.56,2.78,14.82799975,4.649541901,13528,0.870211825,3.999999987,0.15679981,5.54982705,0.396416218,0.285345251,14.82799975,13.34298905,11.88880487,8.251277021,7.592698315
232,DB50222_d1,DB50222,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,46.03,1.84,18.0738182,7.202377311,8494,1.128116847,3.999999987,0.126754424,8.900019507,0.635715679,0.364093247,18.0738182,16.63173364,14.41334933,9.880435757,9.185836079
233,DB50223_d1,DB50223,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,c,58.93,3.57,14.23037341,5.866539813,13944,0.919469947,3.999999987,0.140013246,6.567021143,0.469072939,0.289963575,14.23037341,13.1154011,11.70644826,8.609722348,7.953101731
234,DB50224_d1,DB50224,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,a,56.07,3.41,16.20999621,5.436397095,11703,1.006634104,2.82842712,0.167061533,6.025528966,0.430394926,0.356729024,16.20999621,14.53846772,12.48048016,7.987972042,7.415534012
235,DB50225_d1,DB50225,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,a,53.58,2.61,18.29650529,6.820129982,10545,1.199323629,2.82842712,0.137805876,8.702993412,0.621642387,0.361074061,18.29650529,16.29298915,14.51161556,9.782934305,8.897152995
236,DB50226_d1,DB50226,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,46.53,1.79,16.6214058,5.66861512,8466,0.971482965,3.999999987,0.137025597,7.089791895,0.506413707,0.311882831,16.6214058,14.26479638,12.66330383,9.238239363,8.618851985
237,DB50227_d1,DB50227,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,c,53.94,2.58,14.09282158,3.928105519,12130,0.708266607,3.999999987,0.157809873,4.488100726,0.320578623,0.237585499,14.09282158,11.99228146,10.64625678,8.61543602,7.977179116
238,DB50228_d1,DB50228,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,c,53.63,3.04,15.05383437,5.100793926,11159,0.781112155,3.999999987,0.131104573,5.9579322,0.425566586,0.227191186,15.05383437,13.22530422,11.09191783,7.061281741,6.583600933
239,DB50229_d1,DB50229,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,52.41,1.84,16.33266778,4.163355989,11066,0.66704701,3.999999987,0.134749102,4.950289089,0.353592078,0.209832351,16.33266778,15.15230352,13.0975086,9.190959661,8.524784524
240,DB50230_d1,DB50230,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,55.6,2.59,15.31828756,5.304958915,10724,0.846432482,3.999999987,0.135015439,6.269153274,0.447796662,0.253962949,15.31828756,13.41101444,11.95860701,8.815767007,8.184451456
241,DB50231_d1,DB50231,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,b,50.98,2.01,16.30201018,6.085998465,9531,1.201636687,5.656854221,0.160946006,7.466085757,0.53329184,0.416802372,16.30201018,14.505568,12.71261962,8.077014987,7.648749127
242,DB50232_d1,DB50232,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,c,44.95,1.77,13.48166774,4.032858037,7950,0.762627442,3.999999987,0.139399587,5.470801311,0.390771522,0.253478651,13.48166774,11.82601778,10.80189637,8.419242402,7.86368725
243,DB50233_d1,DB50233,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,M,c,53.82,2.73,16.230268,5.001623095,10177,0.792247515,3.999999987,0.128582375,6.16140054,0.440100039,0.25722738,16.230268,14.46115889,12.59344906,8.811329982,8.203731359
244,DB50234_d1,DB50234,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,39.23,0.83,15.05978101,4.656619391,5050,0.609774106,2.82842712,0.132001248,4.619457117,0.329961223,0.207816234,15.05978101,12.20052206,10.60049321,8.24293753,7.64918823
245,DB50235_d1,DB50235,sec_2,11,40.3603351,-7.892547383,Oliveira do Hospital,16062022,2022,F,d,44.02,1.37,17.18686913,5.633727303,6906,0.805529327,3.999999987,0.123839814,6.504607041,0.464614789,0.275609164,17.18686913,14.79692764,12.88402028,9.172747449,8.69182216
